1,"110思想,學術",中國激進思潮的起源與後果,林毓生著,聯經,110001
1,"110思想,學術",中國近三百年學術史,錢穆著,臺灣商務印書館,110002
1,"110思想,學術",「天下」作為意識型態,思想編委會著,聯經,110003
1,"110思想,學術","五四 : 文化, 思想, 歷史 = May Fourth","王德威, 宋明煒編",聯經,110004
1,"110思想,學術",「五四」一百週年,思想編委會編著,聯經,110005
1,"110思想,學術","思想史. 6, 專號 : 五四新文化運動 = Intellectual history",思想史編委會編著,聯經,110006
1,"110思想,學術",日本思想全史,清水正之著 ; 田世民譯,聯經,110007
1,"110思想,學術",龔鵬程述學,龔鵬程著,INK印刻文學,110008
1,"110思想,學術",思想是生活的一種方式 : 中國近代思想史的再思考,王汎森著,聯經出版事業公司,110009
1,"110思想,學術",中國的自由傳統,狄培理(William Theodore de Bary)著 ; 李弘祺譯,聯經出版事業公司,110010
